"No.","Time","Source","Destination","Protocol","Length","Info"
"51581","572.948031700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0x188d A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com A 20.189.173.3"
"51582","572.948031700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0xe975 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"52194","574.097557400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0xc633 HTTPS ws.chatgpt.com"
"52195","574.097778800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0x1edb AAAA ws.chatgpt.com"
"52196","574.097985500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0x23a7 A ws.chatgpt.com"
"52198","574.107955100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","126","Standard query response 0x23a7 A ws.chatgpt.com A 104.18.39.21 A 172.64.148.235"
"52199","574.109722900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","139","Standard query response 0xc633 HTTPS ws.chatgpt.com HTTPS"
"52200","574.109722900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","122","Standard query response 0x1edb AAAA ws.chatgpt.com AAAA 2606:4700:83b1:d8b7:9a42:348:ccf5:ac50"
"52280","574.470400300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","99","Standard query 0x2278 HTTPS graph.microsoft.com"
"52281","574.470545200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","99","Standard query 0x3adf AAAA graph.microsoft.com"
"52282","574.470620000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","99","Standard query 0x9062 A graph.microsoft.com"
"52283","574.481654400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","245","Standard query response 0x2278 HTTPS graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net SOA tm1.dns-tm.com"
"52284","574.481654400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","271","Standard query response 0x3adf AAAA graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net AAAA 2603:1046:2000:60::83 AAAA 2603:1046:2000:60::84 AAAA 2603:1046:2000:60::80"
"52285","574.485960300","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","235","Standard query response 0x9062 A graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net A 20.190.175.24 A 20.190.175.88 A 20.190.175.152"
"53764","597.202226700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x80e0 A mobile.events.data.microsoft.com"
"53765","597.202292800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xba0d AAAA mobile.events.data.microsoft.com"
"53767","597.230935400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0xba0d AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"53768","597.231571400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0x80e0 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com A 20.189.173.3"
"53933","602.709014400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xd554 A mobile.events.data.microsoft.com"
"53934","602.709170000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x39de AAAA mobile.events.data.microsoft.com"
"53935","602.722119900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0xd554 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com A 20.189.173.3"
"53936","602.723039400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0x39de AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"54058","616.836127300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0xe699 A ecs.office.com"
"54059","616.836186400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","94","Standard query 0x58f7 AAAA ecs.office.com"
"54060","616.849014600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","299","Standard query response 0x58f7 AAAA ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net AAAA 2603:1063:27:1::14 AAAA 2603:1063:27:2::14"
"54061","616.850515400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","275","Standard query response 0xe699 A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14"
"54084","617.003897700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xa1a9 A mobile.events.data.microsoft.com"
"54085","617.003955500","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x32d9 AAAA mobile.events.data.microsoft.com"
"54089","617.014341800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0xa1a9 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com A 20.189.173.3"
"54090","617.016139100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0x32d9 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"54152","618.370566300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x5955 A mrodevicemgr.officeapps.live.com"
"54153","618.370626300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xc34c AAAA mrodevicemgr.officeapps.live.com"
"54187","618.392913800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","337","Standard query response 0xc34c AAAA mrodevicemgr.officeapps.live.com CNAME mrodevicemgr-prod-defaultgeo.trafficmanager.net CNAME atm.office.mira.tm.svc.cloud.microsoft AAAA 2603:1063:2001:190f::365:ff1 AAAA 2603:1063:2001:1944::365:ff1 AAAA 2603:1063:2001:190e::365:ff1 AAAA 2603:1063:2001:193d::365:ff1"
"54188","618.392913800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","289","Standard query response 0x5955 A mrodevicemgr.officeapps.live.com CNAME mrodevicemgr-prod-defaultgeo.trafficmanager.net CNAME atm.office.mira.tm.svc.cloud.microsoft A 52.110.21.103 A 52.110.14.183 A 52.110.14.139 A 52.110.14.130"
"54346","619.187979800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","95","Standard query 0xd9d4 HTTPS doh.opendns.com"
"54347","619.188391300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","95","Standard query 0x43c3 AAAA doh.opendns.com"
"54348","619.188718900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","95","Standard query 0x2b46 A doh.opendns.com"
"54349","619.201415800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","141","Standard query response 0xd9d4 HTTPS doh.opendns.com SOA auth1.opendns.com"
"54350","619.201415800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","111","Standard query response 0x2b46 A doh.opendns.com A 146.112.41.2"
"54351","619.202929200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","123","Standard query response 0x43c3 AAAA doh.opendns.com AAAA 2620:119:fc::2"
"54400","619.441684400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x1866 A fa000000051.resources.office.net"
"54401","619.442045600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x34d0 A fa000000112.resources.office.net"
"54402","619.442339300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x8c25 AAAA fa000000051.resources.office.net"
"54403","619.442348600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xb296 AAAA fa000000112.resources.office.net"
"54404","619.452545200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","208","Standard query response 0x34d0 A fa000000112.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net A 23.61.113.212"
"54405","619.453804300","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","208","Standard query response 0x1866 A fa000000051.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net A 23.61.113.212"
"54406","619.454886600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0x8c25 AAAA fa000000051.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net AAAA 2600:1417:53:192::2c07 AAAA 2600:1417:53:1ab::2c07 AAAA 2600:1417:53:19a::2c07"
"54408","619.460160600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0xb296 AAAA fa000000112.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net AAAA 2600:1417:53:192::2c07 AAAA 2600:1417:53:1ab::2c07 AAAA 2600:1417:53:19a::2c07"
"54460","619.713308200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xb88b A fa000000125.resources.office.net"
"54461","619.713605700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xc452 AAAA fa000000125.resources.office.net"
"54462","619.723039600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","208","Standard query response 0xb88b A fa000000125.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net A 23.61.113.212"
"54463","619.728953800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0xc452 AAAA fa000000125.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net AAAA 2600:1417:53:192::2c07 AAAA 2600:1417:53:1ab::2c07 AAAA 2600:1417:53:19a::2c07"
"61064","622.666870100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xf4d6 A mobile.events.data.microsoft.com"
"61065","622.667047900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x37b7 AAAA mobile.events.data.microsoft.com"
"61085","622.678462000","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0xf4d6 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com A 20.189.173.3"
"61092","622.682596400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","276","Standard query response 0x37b7 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus02.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"62090","623.256246800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","109","Standard query 0x2b6c A v10.events.data.microsoft.com"
"62091","623.256332900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","109","Standard query 0x994a AAAA v10.events.data.microsoft.com"
"62116","623.271114100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","290","Standard query response 0x994a AAAA v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus11.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"62119","623.271284700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","246","Standard query response 0x2b6c A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus11.westus.cloudapp.azure.com A 20.189.173.12"
"62829","626.271128100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","109","Standard query 0x541b A v20.events.data.microsoft.com"
"62830","626.271342400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","109","Standard query 0xe84a AAAA v20.events.data.microsoft.com"
"62831","626.282164800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","290","Standard query response 0xe84a AAAA v20.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus11.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"62832","626.285343500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","246","Standard query response 0x541b A v20.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdwus11.westus.cloudapp.azure.com A 20.189.173.12"
"62987","632.758897300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0x6b5c HTTPS a.nel.cloudflare.com"
"62988","632.759046400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0xd87a AAAA a.nel.cloudflare.com"
"62989","632.759147700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","100","Standard query 0xa986 A a.nel.cloudflare.com"
"62990","632.769454900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","128","Standard query response 0xd87a AAAA a.nel.cloudflare.com AAAA 2600:1901:0:47fc::"
"62991","632.771104800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","116","Standard query response 0xa986 A a.nel.cloudflare.com A 35.190.80.1"
"62992","632.771104800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","151","Standard query response 0x6b5c HTTPS a.nel.cloudflare.com SOA coleman.ns.cloudflare.com"
"63054","635.919821800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x0513 HTTPS edge.microsoft.com"
"63055","635.919973800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0xc4ee AAAA edge.microsoft.com"
"63056","635.920083200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x30ed A edge.microsoft.com"
"63061","635.931649400","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","198","Standard query response 0x30ed A edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net A 150.171.27.11 A 150.171.28.11"
"63062","635.933555900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","213","Standard query response 0x0513 HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"63063","635.933555900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","222","Standard query response 0xc4ee AAAA edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net AAAA 2620:1ec:33::11 AAAA 2620:1ec:33:1::11"
"63125","653.420115100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x6cc1 HTTPS mobile.events.data.microsoft.com"
"63126","653.420324800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x5602 AAAA mobile.events.data.microsoft.com"
"63127","653.420463200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x269e A mobile.events.data.microsoft.com"
"63132","653.435108700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0x269e A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com A 20.42.73.24"
"63133","653.435108700","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","283","Standard query response 0x6cc1 HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"63134","653.436342800","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","283","Standard query response 0x5602 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"63232","662.579465100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x48b3 HTTPS chatgpt.com"
"63233","662.579756700","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0x6c7c AAAA chatgpt.com"
"63234","662.579965600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","91","Standard query 0xa393 A chatgpt.com"
"63235","662.591589100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","152","Standard query response 0x48b3 HTTPS chatgpt.com SOA hassan.ns.cloudflare.com"
"63236","662.595326600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","119","Standard query response 0x6c7c AAAA chatgpt.com AAAA 2606:4700:83b2:7cbc:c2a5:4d0:5ff2:75c4"
"63237","662.595326600","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","123","Standard query response 0xa393 A chatgpt.com A 104.18.32.47 A 172.64.155.209"
"63282","666.090065300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xb393 A mobile.events.data.microsoft.com"
"63283","666.090123600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0x8e94 AAAA mobile.events.data.microsoft.com"
"63284","666.101568200","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","232","Standard query response 0xb393 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com A 20.42.73.24"
"63285","666.102645500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","283","Standard query response 0x8e94 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"63313","668.313506100","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xbd7d A fa000000112.resources.office.net"
"63314","668.313580200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xcf0f AAAA fa000000112.resources.office.net"
"63315","668.329982500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","208","Standard query response 0xbd7d A fa000000112.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net A 23.61.113.212"
"63316","668.329982500","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","332","Standard query response 0xcf0f AAAA fa000000112.resources.office.net CNAME resources.office.net.edgekey.net CNAME e11271.dscg.akamaiedge.net AAAA 2600:1417:53:19f::2c07 AAAA 2600:1417:53:1b3::2c07 AAAA 2600:1417:53:19a::2c07 AAAA 2600:1417:53:18a::2c07 AAAA 2600:1417:53:188::2c07"
"63453","671.369483800","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","112","Standard query 0xbaf0 AAAA mobile.events.data.microsoft.com"
"63454","671.378962900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","283","Standard query response 0xbaf0 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com SOA ns1-02.azure-dns.com"
"63528","677.575499400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0x8bea HTTPS www.bing.com"
"63529","677.576020900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0x4e75 AAAA www.bing.com"
"63530","677.576452400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0x29c2 A www.bing.com"
"63531","677.586183100","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","357","Standard query response 0x29c2 A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.200.238.203 A 23.200.238.219 A 23.200.238.235 A 23.200.238.225 A 23.200.238.234 A 23.200.238.240 A 23.200.238.211 A 23.200.238.208 A 23.200.238.224"
"63532","677.593548900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","274","Standard query response 0x8bea HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net"
"63533","677.593548900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","353","Standard query response 0x4e75 AAAA www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net AAAA 2600:140f:9800::17d7:d7d2 AAAA 2600:140f:9800::17d7:d7cb AAAA 2600:140f:9800::17d7:d7c8 AAAA 2600:140f:9800::17c8:eef8 AAAA 2600:140f:9800::17c8:eefb"
"63569","678.101649900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0xa188 HTTPS edge.microsoft.com"
"63570","678.101924000","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x94ba AAAA edge.microsoft.com"
"63571","678.102086600","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0xf0a4 A edge.microsoft.com"
"63572","678.111446400","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x4dbb HTTPS edge.microsoft.com"
"63573","678.111709300","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x129b AAAA edge.microsoft.com"
"63574","678.112073900","fe80::e36:23ff:fec4:7760","fe80::3d3:b157:db3d:565d","DNS","213","Standard query response 0xa188 HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"63575","678.113362200","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","98","Standard query 0x6849 A edge.microsoft.com"
"63576","678.114781900","fe80::3d3:b157:db3d:565d","fe80::e36:23ff:fec4:7760","DNS","92","Standard query 0x20e6 HTTPS www.bing.com"
